student_id,company_id
STU_0212,COMP_004
STU_0212,COMP_010
STU_0212,COMP_014
STU_0212,COMP_016
STU_0212,COMP_017
STU_0212,COMP_021
STU_0213,COMP_001
STU_0213,COMP_003
STU_0216,COMP_004
STU_0216,COMP_007
STU_0216,COMP_021
STU_0217,COMP_001
STU_0217,COMP_002
STU_0217,COMP_003
STU_0217,COMP_004
STU_0217,COMP_006
STU_0217,COMP_008
STU_0217,COMP_011
STU_0217,COMP_012
STU_0217,COMP_021
STU_0217,COMP_033
STU_0217,COMP_035
STU_0218,COMP_002
STU_0218,COMP_004
STU_0218,COMP_006
STU_0218,COMP_008
STU_0218,COMP_009
STU_0218,COMP_010
STU_0218,COMP_011
STU_0218,COMP_012
STU_0218,COMP_018
STU_0218,COMP_026
STU_0218,COMP_030
STU_0219,COMP_004
STU_0221,COMP_004
STU_0222,COMP_002
STU_0222,COMP_004
STU_0222,COMP_006
STU_0222,COMP_012
STU_0222,COMP_026
STU_0222,COMP_029
STU_0222,COMP_034
STU_0224,COMP_001
STU_0224,COMP_003
STU_0224,COMP_004
STU_0224,COMP_005
STU_0224,COMP_006
STU_0224,COMP_008
STU_0224,COMP_010
STU_0224,COMP_011
STU_0224,COMP_015
STU_0224,COMP_016
STU_0224,COMP_017
STU_0224,COMP_019
STU_0224,COMP_022
STU_0224,COMP_030
STU_0224,COMP_031
STU_0224,COMP_033
STU_0224,COMP_034
STU_0224,COMP_035
STU_0225,COMP_001
STU_0225,COMP_004
STU_0225,COMP_007
STU_0225,COMP_014
STU_0225,COMP_016
STU_0226,COMP_004
STU_0226,COMP_013
STU_0227,COMP_002
STU_0227,COMP_003
STU_0227,COMP_004
STU_0232,COMP_001
STU_0232,COMP_003
STU_0233,COMP_001
STU_0233,COMP_002
STU_0234,COMP_001
STU_0234,COMP_003
STU_0234,COMP_004
STU_0234,COMP_008
STU_0234,COMP_015
STU_0234,COMP_019
STU_0235,COMP_001
STU_0235,COMP_002
STU_0235,COMP_004
STU_0235,COMP_007
STU_0235,COMP_015
STU_0237,COMP_001
STU_0237,COMP_002
STU_0237,COMP_005
STU_0237,COMP_008
STU_0237,COMP_010
STU_0237,COMP_011
STU_0237,COMP_018
STU_0237,COMP_022
STU_0237,COMP_024
STU_0237,COMP_026
STU_0237,COMP_029
STU_0237,COMP_032
STU_0237,COMP_035
STU_0239,COMP_003
STU_0240,COMP_003
STU_0240,COMP_004
STU_0240,COMP_005
STU_0240,COMP_006
STU_0240,COMP_024
STU_0240,COMP_025
STU_0241,COMP_001
STU_0241,COMP_003
STU_0241,COMP_028
STU_0241,COMP_033
STU_0243,COMP_004
STU_0245,COMP_001
STU_0245,COMP_002
STU_0245,COMP_003
STU_0245,COMP_004
STU_0245,COMP_010
STU_0245,COMP_011
STU_0245,COMP_019
STU_0245,COMP_021
STU_0245,COMP_027
STU_0245,COMP_028
STU_0245,COMP_031
STU_0245,COMP_032
STU_0245,COMP_033
STU_0245,COMP_034
STU_0245,COMP_035
STU_0246,COMP_003
STU_0246,COMP_010
STU_0246,COMP_014
STU_0246,COMP_020
STU_0246,COMP_023
STU_0246,COMP_026
STU_0248,COMP_001
STU_0248,COMP_002
STU_0248,COMP_003
STU_0248,COMP_004
STU_0248,COMP_006
STU_0248,COMP_008
STU_0248,COMP_013
STU_0248,COMP_017
STU_0248,COMP_018
STU_0248,COMP_019
STU_0248,COMP_023
STU_0248,COMP_024
STU_0248,COMP_030
STU_0248,COMP_032
STU_0248,COMP_034
STU_0252,COMP_001
STU_0252,COMP_002
STU_0252,COMP_004
STU_0252,COMP_007
STU_0252,COMP_013
STU_0252,COMP_015
STU_0252,COMP_016
STU_0252,COMP_025
STU_0253,COMP_001
STU_0253,COMP_002
STU_0253,COMP_004
STU_0253,COMP_009
STU_0253,COMP_012
STU_0253,COMP_015
STU_0253,COMP_025
STU_0253,COMP_029
STU_0254,COMP_003
STU_0254,COMP_004
STU_0254,COMP_007
STU_0254,COMP_011
STU_0255,COMP_001
STU_0255,COMP_003
STU_0255,COMP_004
STU_0255,COMP_020
STU_0256,COMP_001
STU_0256,COMP_003
STU_0256,COMP_004
STU_0256,COMP_008
STU_0256,COMP_012
STU_0256,COMP_016
STU_0256,COMP_017
STU_0256,COMP_031
STU_0256,COMP_033
STU_0257,COMP_004
STU_0258,COMP_002
STU_0258,COMP_003
STU_0258,COMP_004
STU_0258,COMP_011
STU_0258,COMP_024
STU_0258,COMP_028
STU_0258,COMP_029
STU_0258,COMP_030
STU_0259,COMP_001
STU_0259,COMP_006
STU_0261,COMP_001
STU_0261,COMP_002
STU_0261,COMP_003
STU_0261,COMP_006
STU_0261,COMP_014
STU_0261,COMP_016
STU_0261,COMP_030
STU_0261,COMP_033
STU_0262,COMP_002
STU_0262,COMP_003
STU_0262,COMP_006
STU_0262,COMP_012
STU_0262,COMP_017
STU_0262,COMP_029
STU_0262,COMP_034
STU_0263,COMP_017
STU_0264,COMP_001
STU_0264,COMP_005
STU_0264,COMP_015
STU_0264,COMP_026
STU_0267,COMP_001
STU_0267,COMP_002
STU_0267,COMP_003
STU_0268,COMP_001
STU_0270,COMP_002
STU_0270,COMP_007
STU_0270,COMP_008
STU_0270,COMP_009
STU_0270,COMP_015
STU_0270,COMP_025
STU_0272,COMP_002
STU_0276,COMP_001
STU_0276,COMP_014
STU_0276,COMP_017
STU_0277,COMP_001
STU_0277,COMP_003
STU_0277,COMP_004
STU_0277,COMP_005
STU_0277,COMP_006
STU_0277,COMP_008
STU_0277,COMP_013
STU_0277,COMP_022
STU_0277,COMP_029
STU_0278,COMP_003
STU_0278,COMP_004
STU_0278,COMP_007
STU_0278,COMP_008
STU_0278,COMP_012
STU_0278,COMP_017
STU_0278,COMP_019
STU_0279,COMP_003
STU_0279,COMP_012
STU_0282,COMP_010
STU_0282,COMP_013
STU_0284,COMP_002
STU_0286,COMP_002
STU_0289,COMP_004
STU_0290,COMP_002
STU_0290,COMP_003
STU_0290,COMP_004
STU_0290,COMP_008
STU_0290,COMP_017
STU_0290,COMP_018
STU_0290,COMP_022
STU_0292,COMP_001
STU_0294,COMP_003
STU_0295,COMP_003
STU_0296,COMP_001
STU_0296,COMP_002
STU_0296,COMP_003
STU_0296,COMP_004
STU_0296,COMP_008
STU_0296,COMP_018
STU_0296,COMP_019
STU_0296,COMP_024
STU_0296,COMP_029
STU_0297,COMP_002
STU_0297,COMP_003
STU_0297,COMP_004
STU_0297,COMP_005
STU_0297,COMP_023
STU_0297,COMP_028
STU_0298,COMP_001
STU_0298,COMP_004
STU_0298,COMP_006
STU_0298,COMP_007
STU_0298,COMP_008
STU_0298,COMP_027
STU_0299,COMP_001
STU_0299,COMP_024
STU_0300,COMP_004
STU_0301,COMP_001
STU_0301,COMP_006
STU_0301,COMP_007
STU_0302,COMP_002
STU_0302,COMP_003
STU_0302,COMP_004
STU_0302,COMP_011
STU_0302,COMP_012
STU_0303,COMP_004
STU_0303,COMP_005
STU_0303,COMP_011
STU_0303,COMP_014
STU_0305,COMP_001
STU_0305,COMP_002
STU_0305,COMP_003
STU_0305,COMP_004
STU_0305,COMP_005
STU_0305,COMP_009
STU_0305,COMP_013
STU_0305,COMP_014
STU_0305,COMP_015
STU_0305,COMP_016
STU_0305,COMP_018
STU_0305,COMP_021
STU_0305,COMP_030
STU_0305,COMP_033
STU_0305,COMP_035
STU_0308,COMP_004
STU_0308,COMP_008
STU_0308,COMP_009
STU_0308,COMP_016
STU_0308,COMP_025
STU_0309,COMP_002
STU_0309,COMP_003
STU_0309,COMP_004
STU_0309,COMP_006
STU_0309,COMP_007
STU_0309,COMP_009
STU_0309,COMP_010
STU_0309,COMP_012
STU_0309,COMP_022
STU_0310,COMP_001
STU_0310,COMP_004
STU_0310,COMP_013
STU_0310,COMP_026
STU_0311,COMP_001
STU_0311,COMP_004
STU_0313,COMP_001
STU_0313,COMP_002
STU_0313,COMP_003
STU_0313,COMP_004
STU_0313,COMP_005
STU_0313,COMP_006
STU_0313,COMP_011
STU_0313,COMP_020
STU_0313,COMP_022
STU_0313,COMP_031
STU_0313,COMP_032
STU_0313,COMP_035
STU_0315,COMP_002
STU_0315,COMP_003
STU_0315,COMP_004
STU_0315,COMP_008
STU_0315,COMP_010
STU_0315,COMP_011
STU_0315,COMP_017
STU_0315,COMP_019
STU_0315,COMP_020
STU_0316,COMP_001
STU_0316,COMP_003
STU_0316,COMP_004
STU_0316,COMP_005
STU_0316,COMP_006
STU_0316,COMP_011
STU_0316,COMP_027
STU_0317,COMP_001
STU_0318,COMP_004
STU_0319,COMP_001
STU_0319,COMP_002
STU_0319,COMP_004
STU_0319,COMP_008
STU_0319,COMP_016
STU_0319,COMP_035
STU_0320,COMP_002
STU_0320,COMP_004
STU_0320,COMP_005
STU_0320,COMP_008
STU_0320,COMP_019
STU_0320,COMP_020
STU_0320,COMP_026
STU_0321,COMP_002
STU_0322,COMP_001
STU_0322,COMP_002
STU_0322,COMP_003
STU_0322,COMP_004
STU_0326,COMP_001
STU_0326,COMP_008
STU_0326,COMP_010
STU_0327,COMP_001
STU_0327,COMP_003
STU_0327,COMP_004
STU_0327,COMP_014
STU_0328,COMP_001
STU_0328,COMP_002
STU_0328,COMP_004
STU_0328,COMP_007
STU_0328,COMP_011
STU_0328,COMP_021
STU_0329,COMP_001
STU_0329,COMP_002
STU_0329,COMP_004
STU_0329,COMP_022
STU_0330,COMP_003
STU_0331,COMP_002
STU_0331,COMP_004
STU_0331,COMP_008
STU_0331,COMP_014
STU_0331,COMP_016
STU_0331,COMP_031
STU_0331,COMP_035
STU_0332,COMP_002
STU_0332,COMP_004
STU_0332,COMP_016
STU_0332,COMP_017
STU_0332,COMP_022
STU_0333,COMP_001
STU_0333,COMP_002
STU_0334,COMP_002
STU_0335,COMP_003
STU_0337,COMP_002
STU_0337,COMP_004
STU_0337,COMP_015
STU_0340,COMP_001
STU_0340,COMP_002
STU_0340,COMP_003
STU_0340,COMP_004
STU_0340,COMP_006
STU_0340,COMP_008
STU_0340,COMP_010
STU_0340,COMP_011
STU_0340,COMP_020
STU_0340,COMP_023
STU_0340,COMP_024
STU_0340,COMP_027
STU_0340,COMP_033
STU_0340,COMP_034
STU_0341,COMP_004
STU_0341,COMP_009
STU_0341,COMP_015
STU_0342,COMP_004
STU_0343,COMP_003
STU_0343,COMP_004
STU_0343,COMP_009
STU_0344,COMP_004
STU_0344,COMP_013
STU_0344,COMP_026
STU_0345,COMP_002
STU_0347,COMP_003
STU_0348,COMP_002
STU_0348,COMP_003
STU_0348,COMP_004
STU_0348,COMP_006
STU_0348,COMP_007
STU_0348,COMP_008
STU_0348,COMP_011
STU_0348,COMP_013
STU_0348,COMP_023
STU_0348,COMP_024
STU_0348,COMP_025
STU_0348,COMP_027
STU_0349,COMP_001
STU_0349,COMP_002
STU_0349,COMP_011
STU_0350,COMP_011
STU_0350,COMP_012
STU_0351,COMP_002
STU_0352,COMP_001
STU_0352,COMP_021
STU_0355,COMP_002
STU_0355,COMP_003
STU_0355,COMP_010
STU_0355,COMP_027
STU_0355,COMP_034
STU_0357,COMP_002
STU_0357,COMP_003
STU_0357,COMP_004
STU_0357,COMP_016
STU_0357,COMP_018
STU_0358,COMP_002
STU_0359,COMP_002
STU_0359,COMP_004
STU_0360,COMP_010
STU_0362,COMP_001
STU_0362,COMP_002
STU_0362,COMP_003
STU_0362,COMP_009
STU_0363,COMP_001
STU_0364,COMP_001
STU_0364,COMP_002
STU_0364,COMP_005
STU_0364,COMP_013
STU_0364,COMP_021
STU_0364,COMP_026
STU_0365,COMP_002
STU_0365,COMP_004
STU_0365,COMP_008
STU_0365,COMP_026
STU_0366,COMP_002
STU_0367,COMP_002
STU_0367,COMP_004
STU_0368,COMP_002
STU_0368,COMP_004
STU_0368,COMP_008
STU_0368,COMP_016
STU_0370,COMP_001
STU_0370,COMP_002
STU_0370,COMP_003
STU_0370,COMP_004
STU_0370,COMP_008
STU_0370,COMP_011
STU_0370,COMP_012
STU_0370,COMP_015
STU_0370,COMP_017
STU_0370,COMP_018
STU_0370,COMP_033
STU_0371,COMP_001
STU_0371,COMP_002
STU_0371,COMP_005
STU_0372,COMP_001
STU_0375,COMP_003
STU_0375,COMP_024
STU_0376,COMP_001
STU_0376,COMP_002
STU_0376,COMP_003
STU_0376,COMP_004
STU_0376,COMP_006
STU_0376,COMP_010
STU_0376,COMP_012
STU_0376,COMP_014
STU_0376,COMP_019
STU_0376,COMP_029
STU_0376,COMP_033
STU_0377,COMP_002
STU_0377,COMP_003
STU_0377,COMP_007
STU_0380,COMP_001
STU_0381,COMP_001
STU_0381,COMP_003
STU_0381,COMP_024
STU_0382,COMP_013
STU_0383,COMP_002
STU_0383,COMP_023
STU_0385,COMP_002
STU_0385,COMP_003
STU_0385,COMP_006
STU_0385,COMP_024
STU_0386,COMP_003
STU_0387,COMP_003
STU_0387,COMP_011
STU_0388,COMP_004
STU_0388,COMP_005
STU_0388,COMP_012
STU_0388,COMP_015
STU_0390,COMP_001
STU_0390,COMP_002
STU_0390,COMP_003
STU_0391,COMP_001
STU_0391,COMP_002
STU_0391,COMP_004
STU_0391,COMP_008
STU_0391,COMP_022
STU_0392,COMP_001
STU_0392,COMP_004
STU_0392,COMP_010
STU_0393,COMP_001
STU_0393,COMP_004
STU_0394,COMP_001
STU_0394,COMP_002
STU_0394,COMP_003
STU_0394,COMP_004
STU_0394,COMP_007
STU_0394,COMP_015
STU_0394,COMP_022
STU_0394,COMP_030
STU_0395,COMP_005
STU_0395,COMP_006
STU_0395,COMP_013
STU_0396,COMP_002
STU_0396,COMP_003
STU_0396,COMP_004
STU_0399,COMP_002
STU_0399,COMP_003
STU_0400,COMP_002
STU_0400,COMP_003
STU_0400,COMP_004
STU_0400,COMP_006
STU_0400,COMP_010
STU_0400,COMP_018
STU_0400,COMP_029
STU_0403,COMP_001
STU_0405,COMP_001
STU_0405,COMP_002
STU_0405,COMP_004
STU_0405,COMP_014
STU_0406,COMP_003
STU_0406,COMP_004
STU_0406,COMP_005
STU_0406,COMP_007
STU_0406,COMP_011
STU_0406,COMP_016
STU_0407,COMP_003
STU_0407,COMP_004
STU_0407,COMP_009
STU_0407,COMP_010
STU_0408,COMP_004
STU_0408,COMP_014
STU_0408,COMP_018
STU_0409,COMP_003
STU_0409,COMP_004
STU_0409,COMP_008
STU_0409,COMP_014
STU_0409,COMP_016
STU_0410,COMP_002
STU_0410,COMP_005
STU_0411,COMP_002
STU_0411,COMP_004
STU_0411,COMP_013
STU_0413,COMP_001
STU_0413,COMP_004
STU_0415,COMP_001
STU_0415,COMP_002
STU_0415,COMP_003
STU_0415,COMP_004
STU_0415,COMP_006
STU_0415,COMP_007
STU_0415,COMP_009
STU_0415,COMP_010
STU_0415,COMP_011
STU_0415,COMP_014
STU_0415,COMP_029
STU_0415,COMP_031
STU_0415,COMP_034
STU_0417,COMP_002
STU_0417,COMP_004
STU_0417,COMP_010
STU_0417,COMP_025
STU_0418,COMP_001
STU_0418,COMP_003
STU_0418,COMP_027
STU_0418,COMP_031
STU_0419,COMP_001
STU_0420,COMP_002
STU_0423,COMP_003
STU_0425,COMP_003
STU_0427,COMP_001
STU_0427,COMP_002
STU_0427,COMP_003
STU_0427,COMP_004
STU_0428,COMP_001
STU_0428,COMP_002
STU_0428,COMP_009
STU_0429,COMP_001
STU_0430,COMP_013
STU_0430,COMP_014
STU_0430,COMP_033
STU_0431,COMP_004
